,City,Country,Latitude,Longitude,Date,Temp,Max Temp,Min Temp,Humidity,Cloudiness,Wind Speed
307,Tessalit,ML,20.2,1.01,1586970882,89.26,89.26,89.26,16,100,13.31
308,Nyköping,SE,58.75,17.01,1586970882,58.44,59.0,57.2,44,28,16.11
309,Weyburn,CA,49.67,-103.85,1586970883,32.0,32.0,32.0,34,36,14.0
310,Teguise,ES,29.06,-13.56,1586970884,71.6,71.6,71.6,68,20,10.29
311,Arlit,NE,18.74,7.39,1586970501,95.29,95.29,95.29,7,75,8.1
312,Rumes,BE,50.54,3.32,1586970884,63.21,66.0,60.01,34,12,12.75
313,Blagoyevo,RU,63.37,47.92,1586970884,36.05,36.05,36.05,83,90,13.29
314,Namatanai,PG,-3.67,152.43,1586970471,80.22,80.22,80.22,77,97,1.88
315,Maltahöhe,NA,-24.83,16.98,1586970885,67.44,67.44,67.44,12,0,6.62
316,Oranjemund,NA,-28.55,16.43,1586970421,59.25,59.25,59.25,80,0,10.58
317,Kūhdasht,IR,33.53,47.61,1586970886,54.52,54.52,54.52,27,0,2.1
318,Kasempa,ZM,-13.46,25.83,1586970886,66.72,66.72,66.72,63,99,3.44
319,Bahía Blanca,AR,-38.72,-62.27,1586970739,69.37,69.37,69.37,31,28,1.28
320,Atbasar,KZ,51.8,68.33,1586970886,44.71,44.71,44.71,61,62,11.59
321,Havøysund,NO,71.0,24.66,1586970886,35.6,35.6,35.6,80,75,17.22
322,Atar,MR,20.52,-13.05,1586970887,92.48,92.48,92.48,10,56,13.76
323,Ranong,TH,9.97,98.63,1586970887,81.88,81.88,81.88,77,77,5.28
324,San Quintín,MX,30.48,-115.95,1586970358,69.44,69.44,69.44,48,0,6.46
325,Fairbanks,US,64.84,-147.72,1586970429,33.84,39.99,28.4,83,75,2.89
326,Concepción del Uruguay,AR,-32.48,-58.24,1586970888,70.0,70.0,70.0,40,0,5.99
327,Pacific Grove,US,36.62,-121.92,1586970888,62.29,70.0,57.2,55,1,4.7
328,Farafangana,MG,-22.82,47.83,1586970888,76.91,76.91,76.91,83,5,9.78
329,Brezniţa Ocol,RO,44.67,22.62,1586970889,45.27,45.27,45.27,54,66,7.96
330,Kruisfontein,ZA,-34.0,24.73,1586970369,59.36,59.36,59.36,85,19,0.96
331,Ust-Kuyga,RU,70.02,135.6,1586970889,-1.59,-1.59,-1.59,90,100,9.1
332,Mehamn,NO,71.04,27.85,1586970450,35.6,35.6,35.6,80,75,17.22
333,Karla,EE,59.37,24.93,1586970889,41.25,42.8,39.99,60,19,21.92
334,Isangel,VU,-19.55,169.27,1586970373,78.28,78.28,78.28,81,100,12.01
335,Padang,ID,-0.95,100.35,1586970096,79.07,79.07,79.07,77,100,4.59
336,Carutapera,BR,-1.2,-46.02,1586970889,82.38,82.38,82.38,73,99,2.95
337,Saint George,US,37.1,-113.58,1586970424,53.98,57.0,48.2,34,1,4.7
338,Cosalá,MX,24.41,-106.69,1586970891,77.0,77.0,77.0,60,69,4.0
339,Nybro,SE,56.74,15.91,1586970622,54.03,60.01,48.0,71,20,19.46
340,Mayya,RU,61.73,130.28,1586970893,19.4,19.4,19.4,52,39,8.95
341,Havre-St-Pierre,CA,50.23,-63.6,1586970893,39.2,39.2,39.2,44,1,18.34
342,Bandarbeyla,SO,9.49,50.81,1586970358,82.81,82.81,82.81,74,6,11.39
343,Salym,RU,60.06,71.48,1586970893,36.7,36.7,36.7,94,100,4.21
344,Pangai,TO,-19.8,-174.35,1586970893,79.11,79.11,79.11,83,100,15.05
345,Murray Bridge,AU,-35.12,139.27,1586970487,62.82,66.0,59.0,78,97,3.0
346,Jumla,NP,29.27,82.18,1586970894,48.94,48.94,48.94,33,88,2.28
347,Vao,NC,-22.67,167.48,1586970404,74.43,74.43,74.43,78,70,15.68
348,Hualmay,PE,-11.1,-77.61,1586970894,79.2,79.2,79.2,59,10,9.31
349,Mumford,GH,5.26,-0.76,1586970894,84.0,84.0,84.0,75,12,11.14
350,Aksarka,RU,66.56,67.8,1586970894,29.12,29.12,29.12,98,100,11.14
351,Eydhafushi,MV,5.1,73.07,1586970895,85.71,85.71,85.71,70,73,7.96
352,Angoram,PG,-4.06,144.07,1586970895,73.76,73.76,73.76,97,35,1.03
353,Mbour,SN,14.42,-16.96,1586970895,81.16,82.4,77.0,39,17,20.8
354,Kidal,ML,18.44,1.41,1586970895,93.2,93.2,93.2,9,83,1.95
355,Sola,VU,-13.88,167.55,1586970066,79.36,79.36,79.36,84,100,18.01
356,Filingué,NE,14.35,3.32,1586970896,91.22,91.22,91.22,10,11,3.49
357,Thompson,CA,55.74,-97.86,1586970353,17.6,17.6,17.6,57,40,9.17
358,La Ronge,CA,55.1,-105.28,1586970355,23.0,23.0,23.0,45,75,10.29
359,Port Hardy,CA,50.7,-127.42,1586970897,48.2,48.2,48.2,87,90,4.7
360,Qui Nhon,VN,13.77,109.23,1586970897,75.47,75.47,75.47,81,49,2.39
361,Jardim,BR,-21.48,-56.14,1586970647,74.86,74.86,74.86,35,0,6.93
362,São João da Barra,BR,-21.64,-41.05,1586970455,86.0,86.0,86.0,58,44,2.24
363,Khor,RU,47.89,134.95,1586970897,36.27,36.27,36.27,73,0,3.33
364,Yulara,AU,-25.24,130.99,1586970459,66.2,66.2,66.2,22,19,3.53
365,Jiuquan,CN,39.74,98.52,1586970898,51.94,51.94,51.94,26,56,8.21
366,Meridian,US,43.61,-116.39,1586970750,51.48,55.4,48.0,62,90,13.87
367,Corridonia,IT,43.25,13.51,1586970898,52.32,55.0,50.0,43,0,5.82
368,Petropavlovka,RU,50.61,105.32,1586970898,38.14,38.14,38.14,53,84,3.6
369,Puerto Madryn,AR,-42.77,-65.04,1586970423,79.16,79.16,79.16,19,64,20.36
370,Fojnica,BA,43.96,17.9,1586970898,50.0,50.0,50.0,39,29,6.93
371,Namuac,PH,18.61,121.17,1586970899,75.43,75.43,75.43,87,85,7.83
372,High Level,CA,58.52,-117.14,1586970477,32.0,32.0,32.0,74,90,9.17
373,Tamandaré,BR,-8.76,-35.1,1586970899,84.87,84.87,84.87,68,69,9.78
374,Forsytheganj,BY,52.63,29.73,1586970899,40.71,40.71,40.71,81,100,14.43
375,Lorengau,PG,-2.02,147.27,1586970424,81.77,81.77,81.77,75,99,2.21
376,Luziânia,BR,-16.25,-47.95,1586970900,71.6,71.6,71.6,94,75,9.17
377,Katsuura,JP,35.13,140.3,1586970478,57.09,57.2,57.0,54,100,6.93
378,Khandyga,RU,62.67,135.6,1586970900,17.83,17.83,17.83,91,100,5.37
379,Svrljig,RS,43.41,22.12,1586970900,50.0,50.0,50.0,37,34,11.41
380,Namwala,ZM,-15.75,26.44,1586970900,72.95,72.95,72.95,47,49,1.81
381,Vanimo,PG,-2.67,141.3,1586970901,80.19,80.19,80.19,79,32,3.44
382,Nevel'sk,RU,46.67,141.86,1586970901,28.4,28.4,28.4,92,40,4.47
383,Benguela,AO,-12.58,13.41,1586970707,82.4,82.4,82.4,78,40,4.7
384,Hushitai,CN,41.93,123.51,1586970901,49.93,55.0,48.2,43,80,4.47
385,Gdov,RU,58.74,27.81,1586970902,36.46,36.46,36.46,90,87,8.05
386,Tual,ID,-5.67,132.75,1586970476,81.9,81.9,81.9,75,88,1.07
387,Racale,IT,39.96,18.09,1586970902,55.2,57.2,53.6,54,5,21.92
388,Vanavara,RU,60.34,102.28,1586970903,35.53,35.53,35.53,79,31,1.41
389,Antigonish,CA,45.62,-62.0,1586970903,38.14,39.99,37.0,87,100,1.01
390,Clyde River,CA,70.47,-68.59,1586970185,5.0,5.0,5.0,84,75,11.41
391,Lena,ES,43.1,-5.73,1586970903,57.16,68.0,46.0,72,100,9.82
392,Ust'-Kalmanka,RU,52.12,83.31,1586970904,41.81,41.81,41.81,66,20,9.17
393,Ishinomaki,JP,38.42,141.3,1586970904,43.43,43.43,43.43,77,16,11.3
394,Clifton,US,40.86,-74.16,1586970904,49.44,53.01,46.0,34,1,11.41
395,Marsh Harbour,BS,26.54,-77.06,1586970905,79.52,79.52,79.52,73,80,15.28
396,Caraquet,CA,47.79,-64.94,1586970906,41.43,42.8,39.99,33,90,10.29
397,Linfen,CN,36.09,111.52,1586970906,66.49,66.49,66.49,22,71,8.03
398,Senno,RU,59.53,33.92,1586970906,33.71,33.71,33.71,86,98,4.52
399,Bonthe,SL,7.53,-12.51,1586970907,84.2,84.2,84.2,74,100,10.42
400,Ulverstone,AU,-41.15,146.17,1586970907,58.37,59.0,57.99,82,100,11.99
401,Miraflores,MX,19.22,-98.81,1586970907,73.85,84.2,68.0,46,5,6.93
402,Korla,CN,41.76,86.15,1586970419,64.38,64.38,64.38,22,96,9.04
403,Yanam,IN,16.73,82.22,1586970908,81.37,81.37,81.37,76,15,6.87
404,Sungai Penuh,ID,-2.08,101.38,1586970493,66.18,66.18,66.18,73,96,1.99
405,Lichuan,CN,30.3,108.85,1586970909,55.74,55.74,55.74,61,25,2.8
406,Baijiantan,CN,45.63,85.18,1586970909,61.2,61.2,61.2,42,100,23.2
407,Bom Jesus,BR,-9.07,-44.36,1586970909,71.13,71.13,71.13,86,100,4.0
408,Ati,TD,13.22,18.34,1586970359,90.28,90.28,90.28,9,0,10.85
409,Kudahuvadhoo,MV,2.67,72.89,1586970909,85.64,85.64,85.64,64,84,2.66
410,Mbeya,TZ,-8.9,33.45,1586970910,62.2,62.2,62.2,58,56,5.5
411,Esim,GH,4.87,-2.24,1586970362,84.07,84.07,84.07,75,59,7.9
412,Khanbari,NP,27.37,87.2,1586970910,68.4,68.4,68.4,41,100,4.03
413,Shebalino,RU,51.29,85.68,1586970910,36.16,36.16,36.16,65,100,1.77
414,Boende,CD,-0.22,20.87,1586970910,81.14,81.14,81.14,63,72,2.62
415,Atarra,IN,25.28,80.57,1586970910,94.48,94.48,94.48,16,63,7.78
416,Kaabong,UG,3.48,34.15,1586970910,69.76,69.76,69.76,54,99,1.43
417,Laas,IT,46.62,10.7,1586970431,55.85,68.0,50.0,39,5,5.82
418,Wajima,JP,37.4,136.9,1586970911,48.2,48.2,48.2,84,80,18.34
419,Shelburne,CA,44.08,-80.2,1586970884,33.82,37.0,30.0,69,75,6.93
420,Mahon,ES,39.89,4.27,1586970911,62.6,62.6,62.6,77,20,19.46
421,Qaqortoq,GL,60.72,-46.03,1586970911,33.8,33.8,33.8,86,75,2.24
422,Nyagan,RU,62.14,65.39,1586970911,34.2,34.2,34.2,93,100,2.82
423,Tari,NG,12.41,4.49,1586970472,97.75,97.75,97.75,9,18,1.92
424,Big Rapids,US,43.7,-85.48,1586970794,33.04,36.0,30.99,60,40,5.82
425,Oxelösund,SE,58.67,17.1,1586970912,58.39,59.0,57.2,44,30,16.11
426,Jalu,LY,29.03,21.55,1586970371,87.51,87.51,87.51,13,58,11.77
427,Palimbang,PH,6.21,124.19,1586970912,80.4,80.4,80.4,76,36,2.24
428,Bol,TD,13.46,14.71,1586970912,87.64,87.64,87.64,17,0,7.74
429,Skagen,DK,57.72,10.58,1586970912,46.65,46.99,46.0,78,97,41.0
430,Asău,RO,46.43,26.4,1586970913,49.57,50.0,48.99,43,86,9.17
431,Krasnaya Gora,RU,53.0,31.6,1586970913,39.2,39.2,39.2,85,75,13.42
432,Bac Lieu,VN,9.29,105.72,1586970913,82.42,82.42,82.42,77,62,14.09
433,Cadereyta,MX,25.58,-99.98,1586970913,52.84,55.4,51.01,76,90,3.36
434,Waddān,LY,29.16,16.14,1586970913,89.65,89.65,89.65,16,100,11.83
435,Guangming,CN,45.33,122.78,1586970914,52.54,52.54,52.54,38,100,11.56
436,Lusambo,CD,-4.97,23.45,1586970915,80.56,80.56,80.56,57,44,1.7
437,Lipari,IT,38.47,14.95,1586970915,61.29,64.4,57.99,68,75,5.82
438,Warri,NG,5.52,5.75,1586970915,82.51,82.51,82.51,81,84,6.42
439,Hūn,LY,29.13,15.95,1586970915,90.37,90.37,90.37,16,100,11.61
440,Shenjiamen,CN,29.96,122.3,1586970916,59.02,59.02,59.02,78,4,12.15
441,Inhambane,MZ,-23.86,35.38,1586970917,80.6,80.6,80.6,88,40,11.41
442,Ketchikan,US,55.34,-131.65,1586970917,45.7,46.4,44.6,87,20,12.75
443,Gonder,ET,12.6,37.47,1586970917,70.12,70.12,70.12,17,42,5.32
444,Pozo Colorado,PY,-23.49,-58.8,1586970918,78.12,78.12,78.12,27,0,5.5
445,Bremerton,US,47.57,-122.63,1586970770,51.64,57.99,46.4,87,90,4.9
446,Gravelbourg,CA,49.88,-106.55,1586970919,32.4,32.4,32.4,61,74,12.71
447,Porto Santo,PT,33.07,-16.34,1586970919,60.62,64.4,59.0,82,75,18.34
448,Chui,UY,-33.7,-53.46,1586970366,64.08,64.08,64.08,82,99,25.95
449,Doha,QA,25.29,51.53,1586970256,73.22,73.99,71.6,83,75,13.87
450,Serebryanyy Bor,RU,56.8,124.8,1586970919,25.03,25.03,25.03,86,13,1.81
451,Omsukchan,RU,62.53,155.8,1586970919,2.26,2.26,2.26,85,61,1.66
452,Ust'-Koksa,RU,50.27,85.61,1586970920,40.96,40.96,40.96,54,95,2.84
453,Ucluelet,CA,48.93,-125.55,1586970823,52.29,57.99,48.2,93,90,2.64
454,Mersing,MY,2.43,103.84,1586970376,84.2,84.2,84.2,79,50,8.05
455,North Bend,US,43.41,-124.22,1586970920,50.79,52.0,50.0,87,90,3.36
456,Río Bueno,CL,-40.32,-72.97,1586970920,53.6,53.6,53.6,87,100,10.29
457,Merauke,ID,-8.47,140.33,1586970921,77.05,77.05,77.05,91,90,8.48
458,Warrnambool,AU,-38.38,142.48,1586970921,57.0,57.0,57.0,92,71,13.82
459,Puerto Palomas,MX,31.77,-107.62,1586970921,57.2,57.2,57.2,16,1,10.29
460,Muros,ES,42.78,-9.06,1586970921,55.94,57.99,53.6,87,40,9.17
461,Puerto Madero,MX,14.72,-92.42,1586970921,91.4,91.4,91.4,55,20,6.93
462,Kargasok,RU,59.06,80.86,1586970922,36.55,36.55,36.55,89,100,8.39
463,Sept-Îles,CA,50.2,-66.38,1586970922,36.36,37.0,35.6,64,75,17.22
464,Mildura,AU,-34.2,142.15,1586970922,71.83,73.4,70.0,38,100,8.05
465,Taltal,CL,-25.4,-70.48,1586970376,68.09,68.09,68.09,61,56,6.6
466,Wad Medani,SD,14.4,33.52,1586970770,83.23,83.23,83.23,11,40,12.37
467,Port Said,EG,31.26,32.28,1586970842,69.8,69.8,69.8,60,73,5.82
468,Kumul,CN,42.8,93.45,1586970410,66.29,66.29,66.29,22,99,9.51
469,Menongue,AO,-14.66,17.69,1586970471,68.88,68.88,68.88,48,83,3.0
470,Boa Vista,BR,2.82,-60.67,1586970284,91.4,91.4,91.4,38,40,12.75
471,San Policarpo,PH,12.18,125.51,1586970439,80.17,80.17,80.17,80,37,2.17
472,Takaungu,KE,-3.68,39.86,1586970923,83.21,84.2,82.4,83,40,8.05
473,Savelugu,GH,9.62,-0.83,1586970923,100.65,100.65,100.65,25,62,3.22
474,Oktyabr'skoye,RU,43.06,44.74,1586970923,55.2,55.4,55.0,50,84,8.95
475,Tuchola,PL,53.59,17.86,1586970923,50.74,54.0,46.99,50,95,16.11
476,Sturgeon Bay,US,44.83,-87.38,1586970923,30.72,35.01,28.4,50,1,11.41
477,Makkah al Mukarramah,SA,21.43,39.83,1586970841,69.3,69.3,69.3,52,0,7.27
478,Waingapu,ID,-9.66,120.26,1586970924,79.39,79.39,79.39,82,100,8.63
479,Talnakh,RU,69.49,88.4,1586970398,3.2,3.2,3.2,84,40,17.9
480,Xiaoweizhai,CN,26.19,107.51,1586970924,62.01,62.01,62.01,67,70,7.85
481,Pamplona,ES,42.82,-1.64,1586970924,63.84,68.0,59.0,72,20,18.34
482,Sabha,LY,27.04,14.43,1586970452,91.8,91.8,91.8,10,100,8.57
483,Seaford,GB,50.77,0.1,1586970926,58.3,62.6,53.01,44,2,6.93
484,Itarema,BR,-2.92,-39.92,1586970398,83.41,83.41,83.41,76,62,3.11
485,Bereda,ES,43.27,-7.54,1586970926,54.84,64.0,48.99,87,100,5.82
486,Hervey Bay,AU,-25.3,152.85,1586970421,66.76,66.99,66.0,82,75,4.7
487,Darnah,LY,32.77,22.64,1586970926,63.93,63.93,63.93,72,86,19.1
488,Sirūr,IN,18.83,74.38,1586970926,84.94,84.94,84.94,35,51,9.31
489,Vila,PT,42.03,-8.16,1586970474,53.4,57.0,48.99,93,75,9.17
490,Marigot,MF,18.07,-63.08,1586970708,84.33,86.0,82.4,58,40,10.29
491,Dawson Creek,CA,55.77,-120.24,1586970928,36.88,37.4,35.6,59,20,8.05
492,Barra de Tecoanapa,MX,16.52,-98.75,1586970928,89.04,89.04,89.04,41,80,8.34
493,Severo-Yeniseyskiy,RU,60.37,93.04,1586970928,34.61,34.61,34.61,78,1,3.06
494,Evensk,RU,61.95,159.23,1586970486,11.77,11.77,11.77,86,88,7.2
495,Agirish,RU,61.92,63.02,1586970929,34.45,34.45,34.45,83,70,4.61
496,Nanortalik,GL,60.14,-45.24,1586970342,36.45,36.45,36.45,93,100,14.41
497,Comodoro Rivadavia,AR,-45.87,-67.5,1586970770,66.2,66.2,66.2,48,75,4.7
498,Lucapa,AO,-8.42,20.74,1586970929,72.97,72.97,72.97,63,100,0.96
499,Lhokseumawe,ID,5.18,97.15,1586970893,80.13,80.13,80.13,81,38,4.74
500,Cervo,ES,43.67,-7.41,1586970930,64.0,64.0,64.0,40,100,4.63
501,Maputo,MZ,-25.97,32.59,1586970930,71.11,71.11,71.11,88,47,4.43
502,Key West,US,24.56,-81.78,1586970875,85.59,87.8,84.2,83,40,12.75
503,Boden,SE,65.83,21.69,1586970930,33.8,33.8,33.8,86,89,5.82
504,Banda Aceh,ID,5.56,95.32,1586970930,80.67,80.67,80.67,79,67,1.32
505,Lawrence,US,38.97,-95.24,1586970736,45.84,48.99,42.8,42,1,4.7
506,Nazilli,TR,37.92,28.32,1586970931,60.51,60.51,60.51,55,27,3.56
507,Maningrida,AU,-12.07,134.27,1586970931,76.14,76.14,76.14,89,98,8.16
508,Florida,US,28.75,-82.5,1586970824,83.25,89.6,77.0,83,90,8.05
509,Saint-Raymond,CA,45.47,-73.61,1586970796,39.85,42.01,37.0,41,40,21.92
510,Rāzole,IN,16.48,81.83,1586970931,80.08,80.08,80.08,77,10,5.73
511,Ulladulla,AU,-35.35,150.47,1586970393,67.08,71.6,61.0,43,99,5.82
512,Bahía Solano,CO,6.23,-77.4,1586970932,82.81,82.81,82.81,70,70,6.02
513,Abhā,SA,18.22,42.51,1586970351,63.45,64.4,62.6,82,40,6.93
514,Birao,CF,10.28,22.79,1586970933,86.49,86.49,86.49,11,17,6.64
515,Khromtau,KZ,50.25,58.43,1586970933,45.54,45.54,45.54,50,30,13.65
516,Bilma,NE,18.69,12.92,1586970486,90.61,90.61,90.61,10,3,9.48
517,Kaitong,CN,44.81,123.15,1586970933,53.37,53.37,53.37,37,100,12.37
518,Vysokogornyy,RU,50.12,139.15,1586970934,19.72,19.72,19.72,91,5,1.92
519,Bambanglipuro,ID,-7.95,110.28,1586970934,78.22,78.22,78.22,82,8,3.87
520,Steamboat Springs,US,40.48,-106.83,1586970934,29.68,37.4,24.01,100,90,14.47
521,Griffith,US,41.53,-87.42,1586970809,32.72,35.6,30.99,63,90,8.05
522,Bilibino,RU,68.05,166.44,1586970936,2.86,2.86,2.86,84,92,2.86
523,Reyes,BO,-14.32,-67.38,1586970936,76.82,76.82,76.82,55,99,3.09
524,West Bay,KY,19.37,-81.42,1586970936,85.51,87.8,82.99,70,20,10.29
525,Show Low,US,34.25,-110.03,1586970749,50.11,55.0,46.99,19,1,3.89
526,Marawi,PH,8.0,124.29,1586970936,69.42,69.42,69.42,71,57,2.95
527,Balikpapan,ID,-1.27,116.83,1586970936,78.8,78.8,78.8,94,20,5.91
528,Kisiwani,TZ,-4.13,37.95,1586970937,72.59,72.59,72.59,74,94,4.29
529,Cockburn Town,TC,21.46,-71.14,1586970937,79.02,79.02,79.02,80,1,14.92
530,Kuala Pilah,MY,2.74,102.25,1586970937,83.05,84.2,82.0,78,20,3.36
531,Strezhevoy,RU,60.73,77.59,1586970937,41.0,41.0,41.0,65,100,2.24
532,Pangnirtung,CA,66.15,-65.71,1586970410,23.0,23.0,23.0,53,90,4.7
533,Seoul,KR,37.57,126.98,1586970299,46.33,50.0,42.8,57,1,1.77
534,Sisophon,KH,13.59,102.97,1586970939,81.37,81.37,81.37,74,36,2.82
535,Ambon City,ID,-3.7,128.18,1586970428,80.96,80.96,80.96,78,88,6.78
536,Bozhou,CN,33.88,115.77,1586970945,60.48,60.48,60.48,68,68,10.11
537,Marabba,SD,12.35,32.18,1586970946,84.58,84.58,84.58,11,65,10.2
538,Nichinan,JP,31.6,131.37,1586970947,57.97,57.97,57.97,71,100,4.68
539,Henties Bay,NA,-22.12,14.28,1586970497,59.0,59.0,59.0,90,1,3.0
540,Tāybād,IR,34.74,60.78,1586970652,55.47,55.47,55.47,50,11,8.19
541,Puerto Rondón,CO,6.28,-71.1,1586970910,95.7,95.7,95.7,28,1,8.41
542,Bol'shoye Selo,RU,57.72,38.93,1586970947,35.55,35.55,35.55,79,95,4.76
543,Mandalgovi,MN,45.76,106.27,1586970947,32.32,32.32,32.32,51,11,19.42
544,Dukat,RU,62.55,155.55,1586970947,-0.67,-0.67,-0.67,84,50,1.77
545,Sawākin,SD,19.11,37.33,1586970458,75.09,75.09,75.09,61,0,9.4
546,Tieling,CN,42.29,123.84,1586970948,55.0,55.0,55.0,57,92,1.01
547,Khudumelapye,BW,-23.88,24.75,1586970948,68.31,68.31,68.31,15,0,7.85
548,Olinda,BR,-8.01,-34.86,1586970948,86.0,86.0,86.0,70,40,9.17
549,Karratha,AU,-20.74,116.85,1586970368,82.45,82.45,82.45,74,34,10.87
550,Callaway,US,30.15,-85.57,1586970948,64.87,66.99,62.6,55,75,14.99
551,Fortuna,US,40.6,-124.16,1586970363,51.17,54.0,48.2,93,90,5.82
552,Aykhal,RU,66.0,111.5,1586970949,10.4,10.4,10.4,60,27,6.71
553,Te Anau,NZ,-45.42,167.72,1586970373,46.96,46.96,46.96,70,53,5.59
554,Baruun-Urt,MN,46.68,113.28,1586970357,35.6,35.6,35.6,42,19,3.62
555,Soubre,CI,5.79,-6.61,1586970949,81.63,81.63,81.63,78,84,3.94
556,Boissevain,CA,49.23,-100.06,1586970949,30.81,33.01,28.4,46,90,9.17
557,Oodweyne,SO,9.41,45.06,1586970949,81.45,81.45,81.45,38,66,11.12
558,Noumea,NC,-22.28,166.46,1586970950,68.0,68.0,68.0,88,20,3.36
559,Skowhegan,US,44.77,-69.72,1586970950,45.01,48.0,42.01,39,90,6.93
560,Catuday,PH,16.29,119.81,1586970950,78.12,78.12,78.12,80,32,6.87
